Nome,Comandante,Cor,Custo,Tipo,Subtipo,Preco_USD,EDHREC_Rank,Deck
Minion of the Mighty,0,R,1,Creature,Kobold,0.91,4532,Sorhyn
Misty Rainforest,0,Incolor,0,Land,N/A,21.88,40,Sorhyn
Moonveil Regent,0,R,4,Creature,Dragon,0.33,13502,Sorhyn
Mortify,0,BW,3,Instant,N/A,0.26,506,Sorhyn
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,Sorhyn
"Nicol Bolas, Dragon-God",0,BRU,5,Legendary Planeswalker,Bolas,3.76,3486,Sorhyn
"Niv-Mizzet, Supreme",0,BGRUW,5,Legendary Creature,Dragon Avatar,0.17,10601,Sorhyn
"O-Kagachi, Vengeful Kami",0,BGRUW,6,Legendary Creature,Dragon Spirit,1.24,6448,Sorhyn
Omniscience,0,U,10,Enchantment,N/A,5.21,1062,Sorhyn
Oubliette,0,B,3,Enchantment,N/A,1.55,3476,Sorhyn
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,Sorhyn
Plains,0,W,0,Basic Land,Plains,N/A,N/A,Sorhyn
Prairie Stream,0,UW,0,Land,Plains Island,N/A,103,Sorhyn
Putrefy,0,BG,3,Instant,N/A,N/A,348,Sorhyn
"Renari, Merchant of Marvels",0,U,4,Legendary Creature,Dragon Artificer,0.12,4951,Sorhyn
Rivaz of the Claw,0,BR,3,Legendary Creature,Lizard Warlock,1.4,2621,Sorhyn
Sarkhan Unbroken,0,GRU,5,Legendary Planeswalker,Sarkhan,16.45,5185,Sorhyn
Savage Ventmaw,0,GR,6,Creature,Dragon,0.6,1417,Sorhyn
Scaled Nurturer,0,G,2,Creature,Dragon Druid,0.2,3231,Sorhyn
Scourge of Valkas,0,R,5,Creature,Dragon,5.37,1311,Sorhyn
Sheltered Thicket,0,GR,0,Land,Mountain Forest,N/A,797,Sorhyn
Smoldering Marsh,0,BR,0,Land,Swamp Mountain,N/A,105,Sorhyn
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,Sorhyn
Spectator Seating,0,RW,0,Land,N/A,12.94,163,Sorhyn
Spire Garden,0,GR,0,Land,N/A,10.87,178,Sorhyn
Steam Vents,0,RU,0,Land,Island Mountain,14.66,81,Sorhyn
Sunken Hollow,0,BU,0,Land,Island Swamp,N/A,82,Sorhyn
Sunscorch Regent,0,W,5,Creature,Dragon,0.33,1688,Sorhyn
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,Sorhyn
Sylvan Scrying,0,G,2,Sorcery,N/A,0.17,1143,Sorhyn
Terror of Mount Velus,0,R,7,Creature,Dragon,1.05,4915,Sorhyn
Thought Vessel,0,Incolor,2,Artifact,N/A,1.6,23,Sorhyn
Thrakkus the Butcher,0,GR,5,Legendary Creature,Dragon Peasant,0.23,2157,Sorhyn
Thunderbreak Regent,0,R,4,Creature,Dragon,N/A,3015,Sorhyn
Training Center,0,RU,0,Land,N/A,12.78,137,Sorhyn
Two-Headed Hellkite,0,BGRUW,6,Creature,Dragon,11.55,3650,Sorhyn
Unclaimed Territory,0,Incolor,0,Land,N/A,0.24,192,Sorhyn
Untimely Malfunction,0,R,2,Instant,N/A,2.17,976,Sorhyn
Urza's Incubator,0,Incolor,3,Artifact,N/A,11.83,349,Sorhyn
Utter End,0,BW,4,Instant,N/A,0.11,1050,Sorhyn
Utvara Hellkite,0,R,8,Creature,Dragon,13.46,1267,Sorhyn
Verdant Catacombs,0,Incolor,0,Land,N/A,19.84,45,Sorhyn
"Wasitora, Nekoru Queen",0,BGR,5,Legendary Creature,Cat Dragon,0.79,8406,Sorhyn
Wayfarer's Bauble,0,Incolor,1,Artifact,N/A,N/A,63,Sorhyn
Willowrush Verge,0,GU,0,Land,N/A,3.69,6612,Sorhyn
"Ziatora, the Incinerator",0,BGR,6,Legendary Creature,Demon Dragon,0.48,2348,Sorhyn
Ziatora's Proving Ground,0,BGR,0,Land,Swamp Mountain Forest,7.98,454,Sorhyn
"Kibo, Uktabi Prince",1,GR,3,Legendary Creature,Monkey Noble,7.14,5148,SrMoraes
Abrade,0,R,2,Instant,N/A,N/A,161,SrMoraes
Ancient Grudge,0,GR,2,Instant,N/A,0.11,6379,SrMoraes
Ancient Silverback,0,G,6,Creature,Ape,0.13,11250,SrMoraes
Apes of Rath,0,G,4,Creature,Ape,0.23,21496,SrMoraes
Atraxa's Fall,0,G,2,Sorcery,N/A,0.11,7248,SrMoraes
Barbary Apes,0,G,2,Creature,Ape,1.64,16826,SrMoraes
By Force,0,R,1,Sorcery,N/A,0.42,4671,SrMoraes
Cinder Glade,0,GR,0,Land,Mountain Forest,N/A,87,SrMoraes
Clockwork Percussionist,0,R,1,Artifact Creature,Monkey Toy,0.12,11385,SrMoraes
Collective Resistance,0,G,2,Instant,N/A,0.74,1596,SrMoraes
Cultivate,0,G,3,Sorcery,N/A,N/A,16,SrMoraes
Destructive Revelry,0,GR,2,Instant,N/A,0.16,8405,SrMoraes
Evolving Wilds,0,Incolor,0,Land,N/A,0.7,17,SrMoraes
Fang Guardian,0,G,4,Creature,Ape Druid,0.03,24734,SrMoraes
Fang-Druid Summoner,0,G,4,Creature,Ape Druid,0.05,21400,SrMoraes
Ferocious Tigorilla,0,R,4,Creature,Cat Ape,0.05,9498,SrMoraes
Field of Ruin,0,Incolor,0,Land,N/A,0.15,645,SrMoraes
Forest,0,G,0,Basic Land,Forest,N/A,N/A,SrMoraes
Forgotten Cave,0,R,0,Land,N/A,0.1,646,SrMoraes
Game Trail,0,GR,0,Land,N/A,0.15,324,SrMoraes
Gargantuan Gorilla,0,G,7,Creature,Ape,N/A,23251,SrMoraes
Gearbane Orangutan,0,R,3,Creature,Ape,0.03,10520,SrMoraes
Gorilla Berserkers,0,G,5,Creature,Ape Berserker,0.2,12229,SrMoraes
Gorilla Chieftain,0,G,4,Creature,Ape,0.19,13388,SrMoraes
Gorilla Pack,0,G,3,Creature,Ape,0.15,22303,SrMoraes
Gorilla Shaman,0,R,1,Creature,Ape Shaman,0.57,6423,SrMoraes
Gorilla Titan,0,G,5,Creature,Ape,0.36,17076,SrMoraes
Gorilla Warrior,0,G,3,Creature,Ape Warrior,0.15,17542,SrMoraes
"Grunn, the Lonely King",0,G,6,Legendary Creature,Ape Warrior,0.17,7383,SrMoraes
Gruul Turf,0,GR,0,Land,N/A,0.17,342,SrMoraes
Guardian Project,0,G,4,Enchantment,N/A,9.08,277,SrMoraes
Hardened Scales,0,G,1,Enchantment,N/A,2.15,243,SrMoraes
Harmonize,0,G,4,Sorcery,N/A,0.21,268,SrMoraes
Hidden Nursery,0,G,0,Land,Cave,0.04,2917,SrMoraes
Hooting Mandrills,0,G,6,Creature,Ape,0.09,11058,SrMoraes
Inspiring Call,0,G,3,Instant,N/A,0.26,302,SrMoraes
Kazandu Refuge,0,GR,0,Land,N/A,0.13,4426,SrMoraes
Kird Ape,0,R,1,Creature,Ape,0.15,9095,SrMoraes
Kird Chieftain,0,GR,4,Creature,Ape,0.26,11068,SrMoraes
Kodama's Reach,0,G,3,Sorcery,Arcane,N/A,33,SrMoraes
Kogla and Yidaro,0,GR,6,Legendary Creature,Ape Dinosaur Turtle,0.93,1837,SrMoraes
"Kogla, the Titan Ape",0,G,6,Legendary Creature,Ape,3.84,929,SrMoraes
Lifecrafter's Bestiary,0,G,3,Artifact,N/A,0.18,829,SrMoraes
Magnetic Mine,0,Incolor,4,Artifact,N/A,0.45,14441,SrMoraes
Meltdown,0,R,1,Sorcery,N/A,0.18,8628,SrMoraes
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,SrMoraes
Overrun,0,G,5,Sorcery,N/A,0.16,1668,SrMoraes
Pit of Offerings,0,Incolor,0,Land,Cave,0.22,3558,SrMoraes
Prickly Marmoset,0,R,3,Creature,Monkey,0.03,19163,SrMoraes
Primal Vigor,0,G,5,Enchantment,N/A,7.64,1074,SrMoraes
Racers' Ring,0,GR,0,Land,N/A,0.09,5527,SrMoraes
Raging Gorilla,0,R,3,Creature,Ape,0.24,15945,SrMoraes
Ram Through,0,G,2,Instant,N/A,0.35,965,SrMoraes
Ravenous Baboons,0,R,4,Creature,Monkey,4.14,13106,SrMoraes
Return to Nature,0,G,2,Instant,N/A,0.17,470,SrMoraes
Rhythm of the Wild,0,GR,3,Enchantment,N/A,3.27,184,SrMoraes
Rugged Highlands,0,GR,0,Land,N/A,N/A,1269,SrMoraes
Scrounging Bandar,0,G,2,Creature,Cat Monkey,0.03,7268,SrMoraes
Shire Terrace,0,Incolor,0,Land,N/A,0.13,1814,SrMoraes
Silverback Elder,0,G,5,Creature,Ape Shaman,5.3,1712,SrMoraes
Silverback Shaman,0,G,5,Creature,Ape Shaman,0.04,9543,SrMoraes
Simian Brawler,0,G,4,Creature,Ape Warrior,0.14,20971,SrMoraes
Simian Grunts,0,G,3,Creature,Ape,N/A,19314,SrMoraes
Simian Simulacrum,0,G,3,Artifact Creature,Ape,0.13,8431,SrMoraes
Simian Sling,0,R,1,Artifact Creature,Equipment Monkey,0.06,9431,SrMoraes
Simian Spirit Guide,0,R,3,Creature,Ape Spirit,2.45,497,SrMoraes
"Skarrg, the Rage Pits",0,GR,0,Land,N/A,1.37,2583,SrMoraes
Smuggler's Surprise,0,G,1,Instant,N/A,2.08,2283,SrMoraes
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,SrMoraes
Stomping Ground,0,GR,0,Land,Mountain Forest,13.63,78,SrMoraes
Summit Apes,0,G,4,Creature,Ape,0.22,10704,SrMoraes
Terramorphic Expanse,0,Incolor,0,Land,N/A,1.0,28,SrMoraes
Towering Gibbon,0,G,4,Creature,Ape,0.14,9889,SrMoraes
Tranquil Thicket,0,G,0,Land,N/A,0.06,790,SrMoraes
Tree Monkey,0,G,1,Creature,Monkey,2.04,10159,SrMoraes
Uktabi Orangutan,0,G,3,Creature,Ape,0.93,8201,SrMoraes
Wear Down,0,G,2,Sorcery,N/A,0.13,3556,SrMoraes
Wily Bandar,0,G,1,Creature,Cat Monkey,0.04,10443,SrMoraes
Yavimaya Steelcrusher,0,R,2,Creature,Ape Warrior,0.04,8408,SrMoraes
Zodiac Monkey,0,G,2,Creature,Monkey,2.35,10310,SrMoraes
"Aurelia, the Warleader",1,RW,6,Legendary Creature,Angel,5.62,863,The_Fallen_Angel
"Akroma, Vision of Ixidor",0,W,7,Legendary Creature,Angel,11.5,4118,The_Fallen_Angel
Angel of Finality,0,W,4,Creature,Angel,0.08,3831,The_Fallen_Angel
Angel of Indemnity,0,W,6,Creature,Angel Warrior,2.66,4591,The_Fallen_Angel
Angel of Invention,0,W,5,Creature,Angel,N/A,5006,The_Fallen_Angel
Angel of Jubilation,0,W,4,Creature,Angel,15.8,4293,The_Fallen_Angel
Angelic Aberration,0,W,6,Creature,Eldrazi Angel,0.32,8158,The_Fallen_Angel
Angelic Arbiter,0,W,7,Creature,Angel,5.73,4279,The_Fallen_Angel
Angelic Field Marshal,0,W,4,Creature,Angel,2.0,4117,The_Fallen_Angel
Angelic Skirmisher,0,W,6,Creature,Angel,1.98,4057,The_Fallen_Angel
"Anya, Merciless Angel",0,RW,5,Legendary Creature,Angel,0.17,9390,The_Fallen_Angel
Arcane Signet,0,Incolor,2,Artifact,N/A,1.0,3,The_Fallen_Angel
"Archangel Avacyn // Avacyn, the Purifier",0,RW,5,Legendary Creature,Angel // Legendary Creature — Angel,1.94,7078,The_Fallen_Angel
Archangel of Tithes,0,W,4,Creature,Angel,3.5,2326,The_Fallen_Angel
Ascend from Avernus,0,W,3,Sorcery,N/A,0.9,2089,The_Fallen_Angel
"Aurelia, Exemplar of Justice",0,RW,4,Legendary Creature,Angel,1.78,7020,The_Fallen_Angel
"Aurelia, the Law Above",0,RW,5,Legendary Creature,Angel,1.03,2267,The_Fallen_Angel
Baneslayer Angel,0,W,5,Creature,Angel,3.18,3938,The_Fallen_Angel
Bonders' Enclave,0,Incolor,0,Land,N/A,0.57,572,The_Fallen_Angel
Boros Charm,0,RW,2,Instant,N/A,N/A,164,The_Fallen_Angel
Boros Signet,0,RW,2,Artifact,N/A,1.0,189,The_Fallen_Angel
Castle Embereth,0,R,0,Land,N/A,N/A,864,The_Fallen_Angel
Chaos Warp,0,R,3,Instant,N/A,N/A,29,The_Fallen_Angel
Clifftop Retreat,0,RW,0,Land,N/A,N/A,116,The_Fallen_Angel
Command Tower,0,Incolor,0,Land,N/A,1.0,2,The_Fallen_Angel
Enduring Angel // Angelic Enforcer,0,W,5,Creature,Angel // Creature — Angel,2.64,8147,The_Fallen_Angel
Exquisite Archangel,0,W,7,Creature,Angel,2.2,10867,The_Fallen_Angel
Fateful Absence,0,W,2,Instant,N/A,0.32,4322,The_Fallen_Angel
Fervor,0,R,3,Enchantment,N/A,5.72,2860,The_Fallen_Angel
Firemane Avenger,0,RW,4,Creature,Angel,0.2,9188,The_Fallen_Angel
Generous Gift,0,W,3,Instant,N/A,0.77,43,The_Fallen_Angel
Get Lost,0,W,2,Instant,N/A,5.1,1626,The_Fallen_Angel
"Giada, Font of Hope",0,W,2,Legendary Creature,Angel,1.16,1659,The_Fallen_Angel
"Gisela, Blade of Goldnight",0,RW,7,Legendary Creature,Angel,1.43,1025,The_Fallen_Angel
Guardian Seraph,0,W,4,Creature,Angel,0.58,17466,The_Fallen_Angel
Herald of the Host,0,W,5,Creature,Angel,0.27,7871,The_Fallen_Angel
Herald of War,0,W,5,Creature,Angel,5.39,2721,The_Fallen_Angel
Inspiring Overseer,0,W,3,Creature,Angel Cleric,0.2,1482,The_Fallen_Angel
Karmic Guide,0,W,5,Creature,Angel Spirit,2.12,717,The_Fallen_Angel
Kindred Charge,0,R,6,Sorcery,N/A,5.15,5135,The_Fallen_Angel
Lightning Greaves,0,Incolor,2,Artifact,Equipment,N/A,13,The_Fallen_Angel
Lyra Dawnbringer,0,W,5,Legendary Creature,Angel,N/A,1739,The_Fallen_Angel
Merchant of Truth,0,W,4,Creature,Angel Detective,0.18,5808,The_Fallen_Angel
Metropolis Reformer,0,W,3,Creature,Angel Cleric,1.82,4071,The_Fallen_Angel
Mind Stone,0,Incolor,2,Artifact,N/A,0.21,24,The_Fallen_Angel
Molten Echoes,0,R,4,Enchantment,N/A,8.45,1907,The_Fallen_Angel
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,The_Fallen_Angel
Myriad Landscape,0,Incolor,0,Land,N/A,N/A,21,The_Fallen_Angel
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,The_Fallen_Angel
Path to Exile,0,W,1,Instant,N/A,0.94,15,The_Fallen_Angel
Pearl Medallion,0,Incolor,2,Artifact,N/A,3.3,675,The_Fallen_Angel
Plains,0,W,0,Basic Land,Plains,N/A,N/A,The_Fallen_Angel
Resolute Archangel,0,W,7,Creature,Angel,0.95,8063,The_Fallen_Angel
Resplendent Angel,0,W,3,Creature,Angel,4.91,2180,The_Fallen_Angel
Return to Dust,0,W,4,Instant,N/A,0.05,835,The_Fallen_Angel
Righteous Valkyrie,0,W,3,Creature,Angel Cleric,4.69,1791,The_Fallen_Angel
Rising of the Day,0,R,3,Enchantment,N/A,0.57,612,The_Fallen_Angel
Rogue's Passage,0,Incolor,0,Land,N/A,0.42,20,The_Fallen_Angel
Rugged Prairie,0,RW,0,Land,N/A,N/A,553,The_Fallen_Angel
Sanctuary Warden,0,W,6,Creature,Angel Soldier,0.97,5990,The_Fallen_Angel
Secluded Courtyard,0,Incolor,0,Land,N/A,0.2,212,The_Fallen_Angel
Seraph of the Sword,0,W,4,Creature,Angel,0.31,15405,The_Fallen_Angel
Seraph Sanctuary,0,Incolor,0,Land,N/A,1.25,2121,The_Fallen_Angel
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,The_Fallen_Angel
Subjugator Angel,0,W,6,Creature,Angel,0.12,9963,The_Fallen_Angel
Sublime Archangel,0,W,4,Creature,Angel,2.85,7118,The_Fallen_Angel
Sunblast Angel,0,W,6,Creature,Angel,0.56,2911,The_Fallen_Angel
"Sunhome, Fortress of the Legion",0,RW,0,Land,N/A,0.1,1441,The_Fallen_Angel
Sunscorched Divide,0,RW,0,Land,N/A,0.35,1885,The_Fallen_Angel
Swiftfoot Boots,0,Incolor,2,Artifact,Equipment,N/A,12,The_Fallen_Angel
Talisman of Conviction,0,RW,2,Artifact,N/A,N/A,174,The_Fallen_Angel
Temple of Triumph,0,RW,0,Land,N/A,N/A,284,The_Fallen_Angel
Thraben Watcher,0,W,4,Creature,Angel,0.43,4031,The_Fallen_Angel
Tome of Legends,0,Incolor,2,Artifact,N/A,0.33,2741,The_Fallen_Angel
True Conviction,0,W,6,Enchantment,N/A,4.46,1502,The_Fallen_Angel
Unbreakable Formation,0,W,3,Instant,N/A,2.03,376,The_Fallen_Angel
Unclaimed Territory,0,Incolor,0,Land,N/A,0.24,192,The_Fallen_Angel
Urza's Incubator,0,Incolor,3,Artifact,N/A,11.83,349,The_Fallen_Angel
Vanquisher's Banner,0,Incolor,5,Artifact,N/A,5.07,266,The_Fallen_Angel
War Room,0,Incolor,0,Land,N/A,2.9,135,The_Fallen_Angel
Wojek Investigator,0,W,3,Creature,Angel Detective,0.21,4488,The_Fallen_Angel
Youthful Valkyrie,0,W,2,Creature,Angel,0.22,3700,The_Fallen_Angel
Hakbal of the Surging Soul,1,GU,4,Legendary Creature,Merfolk Scout,0.6,3506,UNIMAGICS
Alchemist's Refuge,0,GU,0,Land,N/A,0.82,1033,UNIMAGICS
An Offer You Can't Refuse,0,U,1,Instant,N/A,1.43,54,UNIMAGICS
Arcane Denial,0,U,2,Instant,N/A,1.87,59,UNIMAGICS
Arcane Signet,0,Incolor,2,Artifact,N/A,1.0,3,UNIMAGICS
Botanical Sanctum,0,GU,0,Land,N/A,1.82,1796,UNIMAGICS
Breeding Pool,0,GU,0,Land,Forest Island,19.04,71,UNIMAGICS
Cold-Eyed Selkie,0,GU,3,Creature,Merfolk Rogue,0.18,1556,UNIMAGICS
Command Tower,0,Incolor,0,Land,N/A,1.0,2,UNIMAGICS
Counterspell,0,U,2,Instant,N/A,2.17,19,UNIMAGICS
Cryptic Command,0,U,4,Instant,N/A,6.28,1780,UNIMAGICS
Cultivate,0,G,3,Sorcery,N/A,N/A,16,UNIMAGICS
Deepchannel Mentor,0,U,6,Creature,Merfolk Rogue,7.6,9060,UNIMAGICS
Deepfathom Echo,0,GU,4,Creature,Merfolk Spirit,0.14,8481,UNIMAGICS
Deeproot Historian,0,G,4,Creature,Merfolk Druid,0.07,5921,UNIMAGICS
Deeproot Waters,0,U,3,Enchantment,N/A,0.09,3713,UNIMAGICS
Distant Melody,0,U,4,Sorcery,N/A,0.53,563,UNIMAGICS
Emperor Mihail II,0,U,3,Legendary Creature,Merfolk Noble,0.09,3633,UNIMAGICS
Explore,0,G,2,Sorcery,N/A,0.23,235,UNIMAGICS
Flooded Grove,0,GU,0,Land,N/A,N/A,428,UNIMAGICS
Forerunner of the Heralds,0,G,4,Creature,Merfolk Scout,0.35,7341,UNIMAGICS
Forest,0,G,0,Basic Land,Forest,N/A,N/A,UNIMAGICS
Growth Spiral,0,GU,2,Instant,N/A,0.19,200,UNIMAGICS
Harbinger of the Tides,0,U,2,Creature,Merfolk Wizard,0.21,9672,UNIMAGICS
Hardened Scales,0,G,1,Enchantment,N/A,2.15,243,UNIMAGICS
Herald of Secret Streams,0,U,4,Creature,Merfolk Warrior,2.14,1104,UNIMAGICS
Hinterland Harbor,0,GU,0,Land,N/A,1.0,122,UNIMAGICS
Inspiring Call,0,G,3,Instant,N/A,0.26,302,UNIMAGICS
Island,0,U,0,Basic Land,Island,N/A,N/A,UNIMAGICS
Karn's Bastion,0,Incolor,0,Land,N/A,1.74,199,UNIMAGICS
Kiora's Follower,0,GU,2,Creature,Merfolk,0.17,1240,UNIMAGICS
"Kopala, Warden of Waves",0,U,3,Legendary Creature,Merfolk Wizard,0.09,3611,UNIMAGICS
"Kumena, Tyrant of Orazca",0,GU,3,Legendary Creature,Merfolk Shaman,0.16,4081,UNIMAGICS
Lightning Greaves,0,Incolor,2,Artifact,Equipment,N/A,13,UNIMAGICS
Lullmage Mentor,0,U,3,Creature,Merfolk Wizard,2.1,7218,UNIMAGICS
Master of the Pearl Trident,0,U,2,Creature,Merfolk,0.47,3170,UNIMAGICS
Merfolk Seastalkers,0,U,4,Creature,Merfolk Scout,0.08,23830,UNIMAGICS
Merfolk Sovereign,0,U,3,Creature,Merfolk Noble,0.1,3591,UNIMAGICS
Merfolk Trickster,0,U,2,Creature,Merfolk Wizard,0.44,8069,UNIMAGICS
Merrow Commerce,0,U,2,Kindred Enchantment,Merfolk,13.28,5931,UNIMAGICS
Merrow Reejerey,0,U,3,Creature,Merfolk Soldier,0.09,3473,UNIMAGICS
Mist Dancer,0,U,5,Creature,Merfolk Wizard,0.1,5068,UNIMAGICS
Mosswort Bridge,0,G,0,Land,N/A,N/A,198,UNIMAGICS
Mutavault,0,Incolor,0,Land,N/A,6.44,1667,UNIMAGICS
"Nicanzil, Current Conductor",0,GU,2,Legendary Creature,Merfolk Scout,0.03,4677,UNIMAGICS
Patchwork Banner,0,Incolor,3,Artifact,N/A,4.66,492,UNIMAGICS
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,UNIMAGICS
Prime Speaker Zegana,0,GU,6,Legendary Creature,Merfolk Wizard,0.16,2579,UNIMAGICS
Quandrix Command,0,GU,3,Instant,N/A,0.08,4139,UNIMAGICS
Rampant Growth,0,G,2,Sorcery,N/A,N/A,26,UNIMAGICS
Rapid Hybridization,0,U,1,Instant,N/A,N/A,223,UNIMAGICS
Reliquary Tower,0,Incolor,0,Land,N/A,1.75,10,UNIMAGICS
Ripples of Potential,0,U,2,Instant,N/A,5.01,1790,UNIMAGICS
Riverwise Augur,0,U,4,Creature,Merfolk Wizard,0.1,12923,UNIMAGICS
Rogue's Passage,0,Incolor,0,Land,N/A,0.42,20,UNIMAGICS
Salvager of Secrets,0,U,5,Creature,Merfolk Wizard,0.12,12275,UNIMAGICS
Seafloor Oracle,0,U,4,Creature,Merfolk Wizard,0.12,3867,UNIMAGICS
Sentinel of the Nameless City,0,G,3,Creature,Merfolk Warrior Scout,2.19,9728,UNIMAGICS
Shared Summons,0,G,5,Instant,N/A,2.01,3024,UNIMAGICS
Shipwreck Dowser,0,U,5,Creature,Merfolk Wizard,0.08,8004,UNIMAGICS
Sigil Tracer,0,U,3,Creature,Merfolk Wizard,3.56,11368,UNIMAGICS
Silvergill Adept,0,U,2,Creature,Merfolk Wizard,0.23,9895,UNIMAGICS
Simic Charm,0,GU,2,Instant,N/A,2.28,2156,UNIMAGICS
Simic Growth Chamber,0,GU,0,Land,N/A,0.17,236,UNIMAGICS
Simic Signet,0,GU,2,Artifact,N/A,0.16,378,UNIMAGICS
Singer of Swift Rivers,0,GU,3,Creature,Merfolk Shaman,0.09,5125,UNIMAGICS
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,UNIMAGICS
Stonybrook Banneret,0,U,2,Creature,Merfolk Wizard,0.13,2577,UNIMAGICS
Surgespanner,0,U,4,Creature,Merfolk Wizard,0.06,6976,UNIMAGICS
Svyelun of Sea and Sky,0,U,3,Legendary Creature,Merfolk God,0.18,3364,UNIMAGICS
Swift Warden,0,G,3,Creature,Merfolk Warrior,0.15,16222,UNIMAGICS
"Tatyova, Benthic Druid",0,GU,5,Legendary Creature,Merfolk Druid,0.07,444,UNIMAGICS
Temple of Mystery,0,GU,0,Land,N/A,N/A,278,UNIMAGICS
"Tishana, Voice of Thunder",0,GU,7,Legendary Creature,Merfolk Shaman,0.16,4598,UNIMAGICS
Tishana's Tidebinder,0,U,3,Creature,Merfolk Wizard,3.51,2636,UNIMAGICS
Topography Tracker,0,G,3,Creature,Merfolk Scout,0.07,5296,UNIMAGICS
Tributary Instructor,0,G,4,Creature,Merfolk Shaman,0.1,6809,UNIMAGICS
Unclaimed Territory,0,Incolor,0,Land,N/A,0.24,192,UNIMAGICS
Vineglimmer Snarl,0,GU,0,Land,N/A,0.15,552,UNIMAGICS
Vodalian Hexcatcher,0,U,2,Creature,Merfolk Wizard,2.62,4275,UNIMAGICS
Voidslime,0,GU,3,Instant,N/A,1.08,4036,UNIMAGICS
Wave Goodbye,0,U,4,Sorcery,N/A,2.79,2269,UNIMAGICS
Yavimaya Coast,0,GU,0,Land,N/A,N/A,142,UNIMAGICS
"Zegana, Utopian Speaker",0,GU,4,Legendary Creature,Merfolk Wizard,0.12,4267,UNIMAGICS
The Scarab God,1,BU,5,Legendary Creature,God,10.65,1773,WhiteSmoke
Accursed Duneyard,0,Incolor,0,Land,N/A,2.02,5818,WhiteSmoke
Accursed Marauder,0,B,2,Creature,Zombie Warrior,0.18,932,WhiteSmoke
Arcane Signet,0,Incolor,2,Artifact,N/A,1.0,3,WhiteSmoke
Ashnod's Altar,0,Incolor,3,Artifact,N/A,8.84,108,WhiteSmoke
Bitter Triumph,0,B,2,Instant,N/A,N/A,1257,WhiteSmoke
Bontu's Monument,0,Incolor,3,Legendary Artifact,N/A,6.43,655,WhiteSmoke
Carrion Feeder,0,B,1,Creature,Zombie,1.94,554,WhiteSmoke
Cemetery Reaper,0,B,3,Creature,Zombie,1.18,1722,WhiteSmoke
Choked Estuary,0,BU,0,Land,N/A,0.18,261,WhiteSmoke
Clearwater Pathway // Murkwater Pathway,0,BU,0,Land // Land,N/A,4.43,607,WhiteSmoke
Cleaver Skaab,0,U,4,Creature,Zombie Horror,5.31,3183,WhiteSmoke
Command Tower,0,Incolor,0,Land,N/A,1.0,2,WhiteSmoke
Crowded Crypt,0,B,3,Artifact,N/A,3.02,2051,WhiteSmoke
Cryptbreaker,0,B,1,Creature,Zombie,6.14,1975,WhiteSmoke
Dark Salvation,0,B,1,Sorcery,N/A,0.45,5774,WhiteSmoke
Darkwater Catacombs,0,BU,0,Land,N/A,N/A,300,WhiteSmoke
Death Baron,0,B,3,Creature,Zombie Wizard,5.26,1422,WhiteSmoke
Dimir Signet,0,BU,2,Artifact,N/A,0.59,109,WhiteSmoke
Diregraf Captain,0,BU,3,Creature,Zombie Soldier,0.66,1781,WhiteSmoke
Diregraf Colossus,0,B,3,Creature,Zombie Giant,8.12,1693,WhiteSmoke
Dreadhorde Invasion,0,B,2,Enchantment,N/A,0.76,1190,WhiteSmoke
Drowned Catacomb,0,BU,0,Land,N/A,2.28,117,WhiteSmoke
Empty the Laboratory,0,U,2,Sorcery,N/A,1.14,4298,WhiteSmoke
Endless Ranks of the Dead,0,B,4,Enchantment,N/A,6.24,1927,WhiteSmoke
Eternal Skylord,0,U,5,Creature,Zombie Wizard,0.18,3642,WhiteSmoke
Exotic Orchard,0,Incolor,0,Land,N/A,N/A,9,WhiteSmoke
Feed the Swarm,0,B,2,Sorcery,N/A,N/A,74,WhiteSmoke
Fell the Profane // Fell Mire,0,B,4,Instant // Land,N/A,2.9,559,WhiteSmoke
Fetid Pools,0,BU,0,Land,Island Swamp,N/A,955,WhiteSmoke
Fleshbag Marauder,0,B,3,Creature,Zombie Warrior,0.16,721,WhiteSmoke
"Gisa, the Hellraiser",0,B,5,Legendary Creature,Human Warlock,3.97,4270,WhiteSmoke
Gleaming Overseer,0,BU,3,Creature,Zombie Wizard,0.29,2330,WhiteSmoke
Grave Pact,0,B,4,Enchantment,N/A,17.98,604,WhiteSmoke
Grave Titan,0,B,6,Creature,Giant,1.22,1307,WhiteSmoke
Gravecrawler,0,B,1,Creature,Zombie,N/A,989,WhiteSmoke
Gray Merchant of Asphodel,0,B,5,Creature,Zombie,6.13,221,WhiteSmoke
Grim Servant,0,B,4,Creature,Zombie Warlock,0.13,5653,WhiteSmoke
Havengul Lich,0,BU,5,Creature,Zombie Wizard,1.18,4489,WhiteSmoke
